deal_id,legacy_id,date,target,deal_status,closing_date,categories,region,country,classification,confidence,recommended_treatment,direct_company_ids,direct_company_names,target_company_ids,target_company_names,platform_company_ids,platform_company_names,source_candidate_company_ids,source_candidate_company_names,all_supported_company_ids,all_supported_company_names,supporting_source_urls,ambiguity_reasons,classification_reason,snapshot_sha256
cmrv5vteu00ach8hei0ia29iu,WB-2026-06-20-007,2026-06-19T18:00:00.000Z,Inkia Energy,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,LATIN_AMERICA,Peru,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",00f4e2ca6a3961d5a625dd139656de0f77a0c755853cfb147fbf7b84e6cd4907
cmrv5vtpq00agh8hem72xhomh,WB-2026-06-20-008,2026-06-19T19:00:00.000Z,CtrlS Datacenters,ANNOUNCED,,JOINT_VENTURE,ASIA_PACIFIC,India,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",fd96510ca6a947517dad59e3af328e28fdb01a03aa1e846fede136533c6ff5e3
cmrv5vu0500akh8he3hy97vnd,WB-2026-06-20-009,2026-06-19T20:00:00.000Z,Transcend Towers Infrastructure,CLOSED,,ACQUISITION_BOLT_ON,ASIA_PACIFIC,Philippines,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",88e8d59f39f5624388fa455a99fe669c2c35b285a844af58f15613967bcdbc12
cmrv5vu8i00aoh8he5r73do3f,WB-2026-06-20-010,2026-06-19T21:00:00.000Z,KAPS Pipeline System,ANNOUNCED,,SALE_BUYOUT,NORTH_AMERICA,Canada,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0my100enm8lzqg0rlt1v,KAPS,cmnva0my100enm8lzqg0rlt1v,KAPS,,,cmnva0my100enm8lzqg0rlt1v,KAPS,cmnva0my100enm8lzqg0rlt1v,KAPS,https://www.keyera.com/news-and-stories/news-releases/keyera-announces-acquisition-of-remaining-50-interest-in-kaps/,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,edc11e6f42e932b50c68ad2374e91157c97368c8170033754803e96d237c2374
cmrv5vulm00ath8hemvcd00c6,WB-2026-06-20-011,2026-06-19T22:00:00.000Z,Pinnacle Gas Services,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,j26_company_bdd2fd8dc361c44fcba75417,Pinnacle Gas Services LLC,j26_company_bdd2fd8dc361c44fcba75417,Pinnacle Gas Services LLC,,,j26_company_bdd2fd8dc361c44fcba75417,Pinnacle Gas Services LLC,j26_company_bdd2fd8dc361c44fcba75417,Pinnacle Gas Services LLC,https://sixthstreet.com/investment_announce/comstock-announces-600-million-strategic-investment-by-sixth-street-in-pinnacle-gas-services/,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,b10071f38a8ee2287cadcf99959c5e15f808bd925ee541724f92e50c47e7f232
cmrv5vuwk00axh8he9a19n760,WB-2026-06-20-012,2026-06-19T23:00:00.000Z,ThamesWey Central Milton Keynes,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",047d467a2ee932d6d501f1aebbd91eb23484491092b0ef10e6bab3792d1dc5ef
cmrv5vv7800b1h8henzxxny9w,WB-2026-06-20-013,2026-06-20T00:00:00.000Z,Waste Eliminator / Liberty Waste Solutions,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,j26_company_25c0503df16df9e4be4b1dcd; j26_company_76f28e6a09e4198c4512e997,Liberty Waste Solutions; Waste Eliminator,j26_company_25c0503df16df9e4be4b1dcd; j26_company_76f28e6a09e4198c4512e997,Liberty Waste Solutions; Waste Eliminator,,,j26_company_25c0503df16df9e4be4b1dcd; j26_company_76f28e6a09e4198c4512e997,Liberty Waste Solutions; Waste Eliminator,j26_company_25c0503df16df9e4be4b1dcd; j26_company_76f28e6a09e4198c4512e997,Liberty Waste Solutions; Waste Eliminator,https://www.tpg.com/news-and-insights/tpg-to-acquire-waste-eliminator-and-liberty-waste-solutions-from-allied-industrial-partners-to-create-a-sustainable-waste-infrastructure-player,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,8adbe9fe78b9e52b1d2edf3ebfdf762d5c918eba2473cf73803144c65006347a
cmrv5vvg000b5h8heryv5pkhx,WB-2026-06-27-001,2026-06-26T12:00:00.000Z,EDF Power Solutions U.S. and Canada operations,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States / Canada,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,j26_company_505e258d59dd3cad746172cc,EDF power solutions North America,,,,,j26_company_505e258d59dd3cad746172cc,EDF power solutions North America,j26_company_505e258d59dd3cad746172cc,EDF power solutions North America,https://media.kkr.com/news-details/?news_id=ccd64ec4-8642-4400-9619-313f0d81db29,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,aaab84fab7ccce56820b674c9bfe121a6c220d3393907bb9c52901168c9d52b1
cmrv5vvqd00b9h8heztbuqy9p,WB-2026-06-27-002,2026-06-26T13:00:00.000Z,Tormes Solar and Alamo BESS projects,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",9ed812130e41d975b3ddd43beb4337af847abb123a89afcea11c8481d270f01f
cmrv5vw0u00bdh8hee9br53le,WB-2026-06-27-003,2026-06-26T14:00:00.000Z,Terra-Gen,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva13ss016qm8lzthzctwf5,Terra-Gen,cmnva13ss016qm8lzthzctwf5,Terra-Gen,,,cmnva13ss016qm8lzthzctwf5,Terra-Gen,cmnva13ss016qm8lzthzctwf5,Terra-Gen,https://www.investegate.co.uk/announcement/rns/pantheon-infrastructure--pint/investment-in-us-renewable-energy-company/9628756,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,7df2110b9595326063c5d840b8f8f13b1888c4105771132d7a17f30157fe3bac
cmrv5vwbv00bjh8hejywfiv1u,WB-2026-06-27-004,2026-06-26T15:00:00.000Z,Gennaker offshore wind project,ANNOUNCED,,SALE_MINORITY_STAKE,EUROPE,Germany,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",e58228be8f1cd76bee8482e223a3fd65f2608f2a699c2eccdf1f16b037315dd7
cmrv5vwvs00bph8heoheb07rx,WB-2026-06-27-005,2026-06-26T16:00:00.000Z,Yarnton BESS,ANNOUNCED,,ACQUISITION_BUYOUT,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",fc67fa2106eedc0f345795973478beedd5623e42081355f34ba76d010604e77a
cmrv5vx4t00bth8hemaq8snb1,WB-2026-06-27-006,2026-06-26T17:00:00.000Z,Gresham House UK solar portfolio,ANNOUNCED,,ACQUISITION_BUYOUT,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",3ed88f03fa32937da892ef9eda5b6682befb69791aeaaf9e930da0f0a7768fcf
cmrv5vxfb00byh8he3vncg0rw,WB-2026-06-27-007,2026-06-26T18:00:00.000Z,TerraWind / Sym Energy Miyazaki wind JV,ANNOUNCED,,JOINT_VENTURE,ASIA_PACIFIC,Japan,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",9aa2bf2f62fd5a67f6df1eba072d7baae9c42931ea2a646709f78f6e74b71381
cmrv5vxpr00c2h8hehvty1nb8,WB-2026-06-27-008,2026-06-26T19:00:00.000Z,Specialist Fleet Services,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",008a20b9f0c3fc10b26ab278a35987c4584d1171223c4cd0e656ad8a394892a1
cmrv5vxy700c6h8hetpgguus5,WB-2026-06-27-009,2026-06-26T20:00:00.000Z,Integmar Marine Technologies,ANNOUNCED,,ACQUISITION_BOLT_ON,NORTH_AMERICA,Türkiye,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",b947a763d4bed8206505e9a3d068840a6cf2b81bf6d9b688ee09247688ae3281
cmrv5vy8t00cah8he3wjfrb3k,WB-2026-06-27-010,2026-06-26T21:00:00.000Z,Southern Water,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",f821c65ebfe82ce4077cf9045daa0202516ec1a0fe6fc247e0167859a4efe53f
cmrv5vylw00cfh8he5aiww6mj,WB-2026-06-27-011,2026-06-26T22:00:00.000Z,Amprion indirect stake,ANNOUNCED,,SALE_BUYOUT,EUROPE,Germany,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",13e6b0c09c3f33ad9e7533fb091c31d613a3ee1f8e268cc297a09fd55bfd26b4
cmrv5vyyx00ckh8he26nyg50d,WB-2026-06-27-012,2026-06-26T23:00:00.000Z,Eurofiber Netz Berlin,ANNOUNCED,,SALE_BUYOUT,EUROPE,Germany,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",03a3511ca755c1e74ce535e5161289120745ef4e375bb7dc505fd21ad2be56bf
cmrv5vzc000cph8he5b28jj3w,WB-2026-07-03-001,2026-07-03T12:00:00.000Z,Roseton Generating Facility,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",48ee4beadd8bbb5e906f74b2216413cdfc8ef62fd98ea7bae7e95f2111fc7d45
cmrv5vzkk00cth8he09gf6sw5,WB-2026-07-03-002,2026-07-03T13:00:00.000Z,Greenlight Electricity Centre,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,Canada,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",7bd03b902b7126d7fde7acd518753ee865986898cf3a3157aeea98efe7422b8f
cmrv5vzv400cxh8he153fbk1x,WB-2026-07-03-003,2026-07-03T14:00:00.000Z,Dion BESS,ANNOUNCED,,ACQUISITION_BUYOUT,EUROPE,Germany,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",a23d6b3749cdcb9e2620115a3df7bdf46b6ca82f89828aa1df40cf9b2faac91d
cmrv5w06200d1h8heug1oe0r3,WB-2026-07-03-004,2026-07-03T15:00:00.000Z,Kallista Energy,ANNOUNCED,,SALE_MINORITY_STAKE,EUROPE,France,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",14ec793874e1c9b765e1986ae303fe4fbddb17167ad556a708bff18b4ea52376
cmrv5w0ls00d8h8he0fpewj88,WB-2026-07-03-005,2026-07-03T16:00:00.000Z,Klara Renewables,ANNOUNCED,,SALE_BUYOUT,EUROPE,Poland,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",b2f9d4b957d22b241455e5488c7b42a8a3ee7a46bc56889143d076d49629b9a5
cmrv5w10v00deh8he0qtqqtc1,WB-2026-07-03-006,2026-07-03T17:00:00.000Z,Nordergrunde offshore wind farm,ANNOUNCED,,ACQUISITION_BUYOUT,EUROPE,Germany,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",15c2792dc11a3acabeb0e329970342f54bcd90605b8c9238aa5d66e28fb404c2
cmrv5w1di00dih8he7v7shr5e,WB-2026-07-03-007,2026-07-03T18:00:00.000Z,Enersol solar portfolio,ANNOUNCED,,SALE_MINORITY_STAKE,EUROPE,Spain,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",e4371f1850eb36493b6666822f4903b2e3aef905cc14b2c17b26df0d1bf4e211
cmrv5w1ul00doh8hexdooe13v,WB-2026-07-03-008,2026-07-03T19:00:00.000Z,Cobirgy biogas plant,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,EUROPE,Spain,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",b8f6c6db9027193f3ecb7c78f4f4f861d4ef83440c0afcf8f77c2d4d7dabf89f
cmrv5w24y00dsh8he72a7bpi5,WB-2026-07-03-009,2026-07-03T20:00:00.000Z,EQT AI Infrastructure / EdgeConneX,CLOSED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,Global,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva108n010nm8lztvho67ta,EdgeConneX,cmnva108n010nm8lztvho67ta,EdgeConneX,,,cmnva108n010nm8lztvho67ta,EdgeConneX,cmnva108n010nm8lztvho67ta,EdgeConneX,https://www.newswire.ca/news-releases/cpp-investments-partners-with-eqt-to-support-global-digital-infrastructure-growth-826226428.html,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,612fb31d44120476d6148512028095f6c41c826e58e21f72e0c8942d390160bc
cmrv5w2cw00dwh8hekwkyewfn,WB-2026-07-03-010,2026-07-03T21:00:00.000Z,Northern Virginia data centers,ANNOUNCED,,SALE_BUYOUT,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",b2b05e4fdeceb0cfe4973e3fe6f2e84c8606ad8449aea61648f2a90129689eb8
cmrv5w2q200e1h8herfcs2d1d,WB-2026-07-03-011,2026-07-03T22:00:00.000Z,ITG Inc.,ANNOUNCED,,IPO,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",7b414fe8d4b4408ed75e7eac8fb1a7a9f99a10e6c2d3dac32a99553253248c4b
cmrv5w30h00e6h8hemlicn3c2,WB-2026-07-03-012,2026-07-03T23:00:00.000Z,Lefdal Mine Datacenter,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,EUROPE,Norway,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",4cbbfea8b18372d97fecdd162153035cb9a12777061e29c86076c4738864bbc0
cmrv5w3cu00eah8he7fz5o4ou,WB-2026-07-03-013,2026-07-04T00:00:00.000Z,Kao Data,ANNOUNCED,,SALE_MINORITY_STAKE,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",dc4d4dabd4c5ee9461753b385dd652dc68dd8236ececdc1ac9192f15c98ae6b9
cmrv5w3po00efh8hewrnel85s,WB-2026-07-03-014,2026-07-04T01:00:00.000Z,I-2SEA submarine cable system,ANNOUNCED,,JOINT_VENTURE,ASIA_PACIFIC,India / Southeast Asia,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",b570f36a3562ca4bfa6833949e6718b6311e64fcaed1621412b4cb4b6c73df9c
cmrv5w3xv00ejh8heastzp0sz,WB-2026-07-03-015,2026-07-04T02:00:00.000Z,Volta Data Centres,ANNOUNCED,,SALE_BUYOUT,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",ae64c3da1aa76799bd2c038178afca8740a92bdf4ab726ee355ae42d75f43e29
cmrv5w4b200eoh8hecyikppg2,WB-2026-07-03-016,2026-07-04T03:00:00.000Z,Ubiquity Southern California fiber network,ANNOUNCED,,SALE_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva122e013um8lzwra570xs,Ubiquity,,,,,cmnva122e013um8lzwra570xs,Ubiquity,cmnva122e013um8lzwra570xs,Ubiquity,https://www.intrepidfiber.com/news/intrepid-fiber-networks-to-acquire-ubiquitys-southern-california-fiber-network/,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,ed035254825e0c76fe96ac2299b9858fd764dca12539ec8b50375f3006f5cb32
cmrv5w4qh00euh8hexyv7j7dm,WB-2026-07-03-017,2026-07-04T03:00:00.000Z,Ocean Yield,ANNOUNCED,,SALE_BUYOUT,EUROPE,Norway / Global,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",5e1700e56760da11e905dd5364aa8ce033d2cf8e4b171c79e29fc7e6f91d5ea0
cmrv5w53f00ezh8he1uv3xfw2,WB-2026-07-03-018,2026-07-04T03:00:00.000Z,GeniePoint EV charging locations,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",bbe41cdf8df558015f6933c604df97eccf35c3616d6d2c987b1e9d2fd9ab91ee
cmrv5w5e300f3h8heu1zs3dfq,WB-2026-07-03-019,2026-07-04T03:00:00.000Z,InstaVolt Iberian EV charging business,ANNOUNCED,,SALE_BUYOUT,EUROPE,Spain / Portugal,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",d1d9c1b78ee3a977fd462b7f21d49a566831aacd3012eeff7e9ef301321e9729
cmrv5w5te00f9h8heypagbdxm,WB-2026-07-03-020,2026-07-04T03:00:00.000Z,Drammen Fjernvarme,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,EUROPE,Norway,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",c80aac1544be53b4ffc867f5a873da5faffeb094d3491bbf29346d4b8d760873
cmrv5w61h00fdh8hewz2gkaao,WB-2026-07-03-021,2026-07-04T03:00:00.000Z,Cardinal Midstream Delaware Basin assets,ANNOUNCED,,SALE_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva10og011dm8lziivuyec5,Cardinal Midstream Partners,,,,,cmnva10og011dm8lziivuyec5,Cardinal Midstream Partners,cmnva10og011dm8lziivuyec5,Cardinal Midstream Partners,https://www.encapinvestments.com/news/cardinal-midstream-partners-and-encap-flatrock-announce-sale-delaware-basin-assets-san-mateo,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,5de1f996a45009d20288ff0d76b58394adf1f03c34dce0a514f1c185953d71d2
cmrv5w6fc00fjh8he1vu81plx,WB-2026-07-10-001,2026-07-10T12:00:00.000Z,Great Bay Renewables,ANNOUNCED,,SALE_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0s6p00mvm8lz161gv8op; cmnva0tr000pmm8lz3r3h486l,Altius Renewable Royalties Corp.; Great Bay Renewables,cmnva0tr000pmm8lz3r3h486l,Great Bay Renewables,,,cmnva0s6p00mvm8lz161gv8op; cmnva0tr000pmm8lz3r3h486l,Altius Renewable Royalties Corp.; Great Bay Renewables,cmnva0s6p00mvm8lz161gv8op; cmnva0tr000pmm8lz3r3h486l,Altius Renewable Royalties Corp.; Great Bay Renewables,https://altiusminerals.com/_resources/press-releases/nr-20260710.pdf,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,937692fe0cb73eca4c7975e48cdaa6c75db5aaf1a02a914c889fe69ff5456023
cmrv5w6tx00fph8hes4es59ul,WB-2026-07-10-002,2026-07-10T13:00:00.000Z,Copia Power,ANNOUNCED,,SALE_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0z9l00yvm8lzx4xyjdme,Copia Power,cmnva0z9l00yvm8lzx4xyjdme,Copia Power,,,cmnva0z9l00yvm8lzx4xyjdme,Copia Power,cmnva0z9l00yvm8lzx4xyjdme,Copia Power,https://eqtgroup.com/news/eqt-to-acquire-copia-power-a-leading-integrated-power-and-ai-infrastructure-platform-2026-07-09,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,930a16719e9ad9485571a653abbaa1be2f1eeff9b86ace3ebab28ed4f0174a98
cmrv5w78i00fvh8herajfq28w,WB-2026-07-10-003,2026-07-10T14:00:00.000Z,Harmony Energy,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,Europe,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",ac61f3700de2c24127a3a1753cff87770915309eb96369b7a20fc2bc79cc7cb9
cmrv5w7jr00fzh8heq8ymur1j,WB-2026-07-10-004,2026-07-10T15:00:00.000Z,Schwarzholz Agri-PV Park,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,Germany,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",573f169cf2129eb9e90614ffc4b8ae3a6584918514aae8ff6ecdb6c3363add6e
cmrv5w7ud00g3h8heel653782,WB-2026-07-10-005,2026-07-10T16:00:00.000Z,NuGen C&I Solar Portfolio,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",8a1878f9fa575d62b59eb93365b2d8a4e77b8afc9f25ce146660b138825be34b
cmrv5w85c00g7h8heux3gdy0f,WB-2026-07-10-006,2026-07-10T17:00:00.000Z,Lemvig Biogas,ANNOUNCED,,ACQUISITION_BOLT_ON,NORTH_AMERICA,Denmark,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",104cf39d1f69e3e7b57371301802949921f71d7f8adc47971b207b32e51e6c44
cmrv5w8dv00gbh8he715zdb6h,WB-2026-07-10-007,2026-07-10T18:00:00.000Z,Nicollin Environnement,ANNOUNCED,,ACQUISITION_MAJORITY_STAKE,EUROPE,France,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",489634b584e0ba0976861af849d1f285bd0f4ace553def3f005a82452fb17bb2
cmrv5w8of00gfh8henfhxcn2o,WB-2026-07-10-008,2026-07-10T19:00:00.000Z,Paprec Metabader,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,Switzerland,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",8fdb3d941c54bdcc955dcb739465c05c190a0b31abf953d31de8137977620cf9
cmrv5w91j00glh8heomle3yj0,WB-2026-07-10-009,2026-07-10T20:00:00.000Z,Kundl Campus Infrastructure & Site Services,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,Austria,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",7ef39083a8b9b24e515db30bc85d190ce07531fd07a3b87836247de20c2e9ecc
