deal_id,legacy_id,date,target,deal_status,closing_date,categories,region,country,classification,confidence,recommended_treatment,direct_company_ids,direct_company_names,target_company_ids,target_company_names,platform_company_ids,platform_company_names,source_candidate_company_ids,source_candidate_company_names,all_supported_company_ids,all_supported_company_names,supporting_source_urls,ambiguity_reasons,classification_reason,snapshot_sha256
cmrv5vege004gh8he4m41az1m,WB-2026-05-16-008,2026-05-22T19:00:00.000Z,Lind Marine,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",2f7a5355eef90eef25d275bad52917775a351191abf0153ca716fb20f2019a78
cmrv5ves5004kh8hes4vmtgfe,WB-2026-05-16-009,2026-05-22T20:00:00.000Z,Equans Infra & Mobility / Velian,ANNOUNCED,,ACQUISITION_BUYOUT,EUROPE,Netherlands,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",e358fed56f20cdf059abb2fbd28045d0de04eb7205f4a1b15fe8e150896e16ca
cmrv5vf5y004qh8hen6goa44h,WB-2026-05-16-010,2026-05-22T21:00:00.000Z,Cube Grid,ANNOUNCED,,PLATFORM_LAUNCH,ASIA_PACIFIC,India,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",bc514d96bcc1dc8cded4983f25c09690de5093ca9b26e647b443107c163c204c
cmrv5vfgt004uh8he87xi5zcq,WB-2026-05-16-011,2026-05-22T22:00:00.000Z,Kalmar Energi 50% Stake,ANNOUNCED,,ACQUISITION_BUYOUT,EUROPE,Sweden,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",4f527fa9165115027ccb4485e36123fc8f7bf66560014633aa5411e785fd6dfe
cmrv5vfp6004yh8he5rsry3de,WB-2026-05-16-012,2026-05-22T23:00:00.000Z,Seraya Partners Fund I Interest,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,ASIA_PACIFIC,Asia-Pacific,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",6744ea1e558e34c12293883a7c890315de4cd252e92a24c12854c4078f67234d
cmrv5vg0i0053h8he0kr7oq63,WB-2026-05-16-013,2026-05-23T00:00:00.000Z,Exolum,ANNOUNCED,,SALE_BUYOUT,EUROPE,Europe,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",9667e212cb26697604927484ca60bc2e739f231beffb2da33ed115738b172fe8
cmrv5vgqv005ch8hebocpd6qj,WB-2026-05-23-001,2026-05-29T12:00:00.000Z,Eixo SP Co-Investment,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,LATIN_AMERICA,Brazil,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",92cde9bb00f56d97bc377d44fa7598d168399681f62c76273588984d6dafdefd
cmrv5vh1z005gh8he95pr98i0,WB-2026-05-23-002,2026-05-29T13:00:00.000Z,Maple Infrastructure Trust Units,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,ASIA_PACIFIC,India,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",3594483e3f8b8c081df07aa7ba813cc0d67274f4179ab25dae6de11ca7291c2a
cmrv5vhh3005lh8he2u3dctpb,WB-2026-05-23-003,2026-05-29T14:00:00.000Z,Voltera / Revel Combined EV Charging Platform,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva10ez010xm8lzxkk6b9gt,Voltera,cmnva10ez010xm8lzxkk6b9gt,Voltera,,,cmnva10ez010xm8lzxkk6b9gt,Voltera,cmnva10ez010xm8lzxkk6b9gt,Voltera,https://www.volterapower.com/post/voltera-and-revel-announce-combination-to-create-scaled-ev-infrastructure-platform-for-fleet-and-autonomous-mobility,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,97b5017580b4c48c87e2d553a728899f84ee9c0c4624adc43e5f19a922b328c9
cmrv5vhw0005rh8helr08voak,WB-2026-05-23-004,2026-05-29T15:00:00.000Z,Five Indian Road SPVs,ANNOUNCED,,ACQUISITION_BOLT_ON,ASIA_PACIFIC,India,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",41d610625076a9943f4d838e30c78dc8cd33fd167aea79b5561d09d0317dfa57
cmrv5vi4n005vh8heszgwgkr8,WB-2026-05-23-005,2026-05-29T16:00:00.000Z,76 MWp Uruguay Solar Portfolio,ANNOUNCED,,ACQUISITION_BUYOUT,LATIN_AMERICA,Uruguay,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",ffd74788136b5c32093f5460cf3dd5d49ff1597a0d0648639b7f189af9790019
cmrv5vif2005zh8hek29if66z,WB-2026-05-23-006,2026-05-29T17:00:00.000Z,Stoneworthy BESS Project,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",0bcbeb8b484b287f0a0eb2ca4e51b14b6b5cf9e5cfa3fc317b04cd255cb7c63e
cmrv5vipv0063h8hejud9hw7p,WB-2026-05-23-007,2026-05-29T18:00:00.000Z,Cogent Fiber Data Center Portfolio,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",964b779c79795006890746e47e703a4a62d310e12b8782115aa6d43b0a5a1b7f
cmrv5vixp0067h8hecvu72lg1,WB-2026-05-23-008,2026-05-29T19:00:00.000Z,Lexington Data Center Campus,ANNOUNCED,,ACQUISITION_BOLT_ON,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",4b2d03d5fa199ca051dfa2645f9d616f5101c493d7db3a0165bb0081c4c382ce
cmrv5vj8s006ch8hel364cpv8,WB-2026-05-23-009,2026-05-29T20:00:00.000Z,Naturgy Energy Group,ANNOUNCED,,SALE_BUYOUT,EUROPE,Spain,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",421f999a4239db64e517ca3ea3e785667b6b87123a185ecced7bbbc96d3f5bb1
cmrv5vjlc006ih8herh1qjpam,WB-2026-05-23-010,2026-05-29T21:00:00.000Z,Estia Health,ANNOUNCED,,ACQUISITION_MAJORITY_STAKE,ASIA_PACIFIC,Australia,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",6c03766103b5b67efb735e935b43029d649f1198d598aaff90456cd7a7890e89
cmrv5vjw1006mh8he9keytrq1,WB-2026-06-06-001,2026-06-05T12:00:00.000Z,Vena Energy India,ANNOUNCED,,SALE_BUYOUT,ASIA_PACIFIC,India,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",29da3e8fb8d0f4b62bffb9eae29450abe2190baaca78d3c59bd8bbe95694f935
cmrv5vkb3006rh8he87f7p84p,WB-2026-06-06-002,2026-06-05T13:00:00.000Z,Pathway Power,CLOSED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,j26_company_c3d6e90fef02be24b6d5bcb3,Pathway Power LLC,j26_company_c3d6e90fef02be24b6d5bcb3,Pathway Power LLC,,,j26_company_c3d6e90fef02be24b6d5bcb3,Pathway Power LLC,j26_company_c3d6e90fef02be24b6d5bcb3,Pathway Power LLC,https://www.igneoip.com/usa/en/institutional/news-and-insights/press/igneo-completes-investment-in-pathway-power.html,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,6342883687b45faf25ba9bac321c25f0bbcd648c3d301f07133373ab98ba7eba
cmrv5vkjl006vh8hez3c29k0w,WB-2026-06-06-003,2026-06-05T14:00:00.000Z,Enderby Battery Storage Project,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",f267cdddbac84974535a98da2ec20406a47f1a79d6f753e20528a71c5f1f6408
cmrv5vktu006zh8hex7s5afgj,WB-2026-06-06-004,2026-06-05T15:00:00.000Z,Mountain Peak / Canyon Peak Power,ANNOUNCED,,SALE_BUYOUT,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",41f708ce1b96dcd03eb26145a055411df3ac3c2b88a48179ae41eb8f6eb521bc
cmrv5vl7u0074h8hev8piiw50,WB-2026-06-06-005,2026-06-05T16:00:00.000Z,ACME Solar Holdings,CLOSED,,ACQUISITION_MINORITY_STAKE,ASIA_PACIFIC,India,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",2434e7d45a5e5717af141bcc237ffe449136a60462c97e0ebcbf2f45d1a9a093
cmrv5vlkf0078h8hef252w138,WB-2026-06-06-006,2026-06-05T17:00:00.000Z,GS Power Community Solar Portfolio,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0z0j00ygm8lzzolx4281; cmnva0zs500ztm8lzhhms21x7,Green Street Power Partners; GS Power Partners,,,,,cmnva0z0j00ygm8lzzolx4281; cmnva0zs500ztm8lzhhms21x7,Green Street Power Partners; GS Power Partners,cmnva0z0j00ygm8lzzolx4281; cmnva0zs500ztm8lzhhms21x7,Green Street Power Partners; GS Power Partners,https://gspowerpartners.com/gs-power-partners-secures-51m-tax-equity-financing-for-41-mw-community-solar-portfolio/,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,499587df049111423f5e3949ab55819ca878a9a5e7a51359cf00f087b884db75
cmrv5vlsz007ch8hex127cmpe,WB-2026-06-06-007,2026-06-05T18:00:00.000Z,Broadway Proper,CLOSED,,SALE_BUYOUT,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",cd9ac8e559925bbeb790cc7d0a9ec4e6a581353bd395ec97ad476d907ca82bbe
cmrv5vm6d007hh8he7kbk88sj,WB-2026-06-06-008,2026-06-05T19:00:00.000Z,Teleconsult and Meditecs,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,Europe,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",44357bf2d65c76d344455198dac3d99756d362501c6c322a3a594bfede3cd8f2
cmrv5vmht007lh8heemddihsb,WB-2026-06-06-009,2026-06-05T20:00:00.000Z,LineoX,ANNOUNCED,,SALE_BUYOUT,EUROPE,Spain,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",f56adf195dcccc0d5981960d6b9b595d3fe16cee8e7dc27d5c0bb02317009f96
cmrv5vmux007qh8he3tumthrc,WB-2026-06-06-010,2026-06-05T21:00:00.000Z,CLI,ANNOUNCED,,SALE_BUYOUT,LATIN_AMERICA,Brazil,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",2086177eb175e17f3fff1558091cb3713a38f8e9d0f5663a26a7285839323953
cmrv5vn83007vh8hexxzq6r2v,WB-2026-06-06-011,2026-06-05T22:00:00.000Z,Delfin FLNG 1,ANNOUNCED,,JOINT_VENTURE,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",6bb0fd19d9323546909fa685deaa445c814e2235b1758f68f3997166dd773e78
cmrv5vnk4007zh8hec3v8fj4r,WB-2026-06-13-001,2026-06-12T12:00:00.000Z,Mitsubishi HC Capital / Brookfield Renewables Platform,ANNOUNCED,,JOINT_VENTURE,EUROPE,Europe,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",4458765b0ba080ad10ed9c47930787792b98ab4afe7770967efbd6ce9cd45253
cmrv5vns90083h8hee1rjwu3i,WB-2026-06-13-002,2026-06-12T13:00:00.000Z,Vietnam Renewable Energy Partnership,ANNOUNCED,,JOINT_VENTURE,ASIA_PACIFIC,Vietnam,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",43cfbd180f12be57f44f29123b9360d3bd26c4f2763e77ab970309e8cba4250d
cmrv5vo320087h8he9ci1e62z,WB-2026-06-13-003,2026-06-12T14:00:00.000Z,Repsol Spanish Renewables Portfolio,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,EUROPE,Spain,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0s8b00mym8lzoao2r130,"Repsol Renovables, S.A.",,,,,cmnva0s8b00mym8lzoao2r130,"Repsol Renovables, S.A.",cmnva0s8b00mym8lzoao2r130,"Repsol Renovables, S.A.",https://masdar.ae/en/news/newsroom/repsol-and-masdar-to-partner-in-renewables-portfolio-in-spain,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,1f3a8eaba4e692d3381d1047e99e1ff0db68b9986b31d2af01dc7fd568584199
cmrv5vod0008bh8he5ekhbzmf,WB-2026-06-13-004,2026-06-12T15:00:00.000Z,Devilla BESS Project,ANNOUNCED,,SALE_MINORITY_STAKE,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",25f346e0b7f1d3bff9bbf79951b8638c8cb7b5ba5eb7c5ddd75cfb375655bd92
cmrv5vone008gh8hea5knrfk5,WB-2026-06-13-005,2026-06-12T16:00:00.000Z,Illinois Community Solar Portfolio,ANNOUNCED,,SALE_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva14za0183m8lznf779pka; cmnva107j010lm8lzrc22h61u,38 Degrees North; Cypress Creek Renewables,,,cmnva107j010lm8lzrc22h61u,Cypress Creek Renewables,cmnva14za0183m8lznf779pka; cmnva107j010lm8lzrc22h61u,38 Degrees North; Cypress Creek Renewables,cmnva14za0183m8lznf779pka; cmnva107j010lm8lzrc22h61u,38 Degrees North; Cypress Creek Renewables,https://www.businesswire.com/news/home/20260608197151/en/38-Degrees-North-Acquires-104-MW-Community-Solar-Portfolio-in-Illinois-from-Cypress-Creek,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,eb0c25aac4dcbce79991085648ab2fdaa701079fe1ea93aee34c477afdeb86ec
cmrv5vp0h008lh8hel06oxjw0,WB-2026-06-13-006,2026-06-12T17:00:00.000Z,SK Group Renewable Energy JV,ANNOUNCED,,JOINT_VENTURE,ASIA_PACIFIC,South Korea,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",afe55a951b691c11818e2db7373431433941a6d3156976122b40b5b1e7bac2df
cmrv5vpb1008ph8hevx87oual,WB-2026-06-13-007,2026-06-12T18:00:00.000Z,Groupe Santé Sedna,ANNOUNCED,,JOINT_VENTURE,NORTH_AMERICA,Canada,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",58cff92da7cae89785023f8423d299f536292e180af96cd37edd21c6ee73a79c
cmrv5vplg008th8heez5bma52,WB-2026-06-13-008,2026-06-12T19:00:00.000Z,Dauntless Air,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,j26_company_d1a7dc5f35ca46a153defa1c,Dauntless Air,j26_company_d1a7dc5f35ca46a153defa1c,Dauntless Air,,,j26_company_d1a7dc5f35ca46a153defa1c,Dauntless Air,j26_company_d1a7dc5f35ca46a153defa1c,Dauntless Air,https://www.prnewswire.com/news-releases/ridgewood-infrastructure-acquires-dauntless-air-premier-provider-of-emergency-management-infrastructure-302795749.html,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,e6d76116571df46e7ce668015aa66e4913123dcdc04aecc75a77cae3b1ae81fc
cmrv5vpu2008xh8heoxnzzx48,WB-2026-06-13-009,2026-06-12T20:00:00.000Z,Navitas Credit Corp.,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,j26_company_7fb7f5974cbdc37a3181b724,Navitas Credit Corp.,j26_company_7fb7f5974cbdc37a3181b724,Navitas Credit Corp.,,,j26_company_7fb7f5974cbdc37a3181b724,Navitas Credit Corp.,j26_company_7fb7f5974cbdc37a3181b724,Navitas Credit Corp.,https://www.wafra.com/wafra-announces-acquisition-of-navitas-credit-corp/,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,8fbf8440ce5a47a8adc78efad678d51247bdb244886cba41e0ab9ed887d8d492
cmrv5vq4u0092h8heyzh9ju4z,WB-2026-06-13-010,2026-06-12T21:00:00.000Z,Helix Digital Infrastructure,ANNOUNCED,,PLATFORM_LAUNCH,NORTH_AMERICA,North America,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",e94413369bf68c1b5b8bd62cb8b2ef47ce94e2aa4457fbb0d0df77253f127c65
cmrv5vqfq0096h8hed491w01y,WB-2026-06-13-011,2026-06-12T22:00:00.000Z,Ansan Data Center Site / SEL5,ANNOUNCED,,ACQUISITION_BOLT_ON,ASIA_PACIFIC,South Korea,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",570050612f80978e433667181cd229892e06eb4cdd2556a6e76b0c31689b3995
cmrv5vqnu009ah8heobfbz18g,WB-2026-06-13-012,2026-06-12T23:00:00.000Z,A25 Concession,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,Canada,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0y7t00x0m8lzg4dq2qy2; cmnva0yc800x8m8lziecgny4n,A25 Concession; Plenary Americas,cmnva0y7t00x0m8lzg4dq2qy2,A25 Concession,,,cmnva0y7t00x0m8lzg4dq2qy2; cmnva0yc800x8m8lziecgny4n,A25 Concession; Plenary Americas,cmnva0y7t00x0m8lzg4dq2qy2; cmnva0yc800x8m8lziecgny4n,A25 Concession; Plenary Americas,https://www.lacaisse.com/en/news/pressreleases/caisse-become-sole-owner-a25-concession-acquiring-transurbans-remaining-stake,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,c420360970af33ed6ee233cee6a4656bd0c4b7af24ffe129956ae2f70afd498e
cmrv5vqzm009eh8heaf7wf36a,WB-2026-06-13-013,2026-06-13T00:00:00.000Z,University of Kentucky Central Utility Plant,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0yc800x8m8lziecgny4n,Plenary Americas,,,cmnva0yc800x8m8lziecgny4n,Plenary Americas,cmnva0yc800x8m8lziecgny4n,Plenary Americas,cmnva0yc800x8m8lziecgny4n,Plenary Americas,https://plenary.com/news/fc-uk-central-utility-plant-project,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,b660b58a50adc41589c5ebcc39ffc005a233f9065366bbfd36319af06fc7a2db
cmrv5vrb8009ih8he3crvgw9q,WB-2026-06-13-014,2026-06-13T01:00:00.000Z,Anwim / MOYA Fuel Station Network,ANNOUNCED,,ACQUISITION_BUYOUT,EUROPE,Poland,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",269d5c7065d5ccf1837dafc1afec9db97ffa6fe995fa6faaf74c77839764d9df
cmrv5vrlz009mh8hevhrh5cnl,WB-2026-06-20-001,2026-06-19T12:00:00.000Z,Altavair Aircraft Leasing Portfolio,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,Global / United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva14ko017nm8lzwcj9kf3f,"Altavair, L.P. / Altitude Aircraft Leasing",,,,,cmnva14ko017nm8lzwcj9kf3f,"Altavair, L.P. / Altitude Aircraft Leasing",cmnva14ko017nm8lzwcj9kf3f,"Altavair, L.P. / Altitude Aircraft Leasing",https://www.businesswire.com/news/home/20260617498140/en/KKR-Commits-%241.4-Billion-to-Aircraft-Leasing-with-Altavair,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,434faf340d5affe23a78061089a4ba5def251eae686fb5b24467fe0828edf3d3
cmrv5vrtr009qh8he7iyafwce,WB-2026-06-20-002,2026-06-19T13:00:00.000Z,LOGISTEC Marine Terminal Division,ANNOUNCED,,ACQUISITION_BOLT_ON,NORTH_AMERICA,North America,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0mz300epm8lzmbnvkm6k,LOGISTEC,,,,,cmnva0mz300epm8lzmbnvkm6k,LOGISTEC,cmnva0mz300epm8lzmbnvkm6k,LOGISTEC,https://enstructure.com/enstructure-to-acquire-logistec-marine-terminal-division-creating-a-leading-network-of-marine-terminals-across-north-america/,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,2894313b976a3eb9192aba0c2a26200eef91be18e5c0a59018fb9372d4c59a04
cmrv5vs4s009uh8hehgs4ieiv,WB-2026-06-20-003,2026-06-19T14:00:00.000Z,Electrada Assets,ANNOUNCED,,ACQUISITION_BOLT_ON,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0wrv00ugm8lz9hqg8ony; cmnva0uas00qjm8lzga4d479d,Electrada; Inspiration Mobility Group,cmnva0wrv00ugm8lz9hqg8ony,Electrada,cmnva0uas00qjm8lzga4d479d,Inspiration Mobility Group,cmnva0wrv00ugm8lz9hqg8ony; cmnva0uas00qjm8lzga4d479d,Electrada; Inspiration Mobility Group,cmnva0wrv00ugm8lz9hqg8ony; cmnva0uas00qjm8lzga4d479d,Electrada; Inspiration Mobility Group,https://inspirationmobility.com/news/inspiration-mobility-group-acquires-electrada-assets-to-scale-end-to-end-electric-fuel-solutions-for-commercial-fleets,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,5ff3773f6895f6fa18d70c55f926ab83637e61c38eb7daa307f5069995617417
cmrv5vsfi009yh8hehkgzhftp,WB-2026-06-20-004,2026-06-19T15:00:00.000Z,Kinship Marina Ventura,ANNOUNCED,,ACQUISITION_BOLT_ON,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",a52b98e80ff9688ccbd8f7b1e718c03d34ed87d26d33887e9beb591582f534c4
cmrv5vsni00a2h8heahnuvpq8,WB-2026-06-20-005,2026-06-19T16:00:00.000Z,Beatrice Offshore Wind Farm,ANNOUNCED,,SALE_MINORITY_STAKE,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",761f6f2b5bc1330f4f7baa8a90bdf2101e5ecbe491046f3db8b2b1271b57df1e
cmrv5vt3c00a8h8hei9xwm5ob,WB-2026-06-20-006,2026-06-19T17:00:00.000Z,Greenlink Interconnector,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,EUROPE,United Kingdom / Ireland,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",3371363230c4721336b34aeb1a7b6db9b4ab4a17cdfef858d5d9e97cec5b6195
